"","RecordID","RecordSubID_old","RecordSubID_new","Treatment","Treatment_Type","TimeSinceFire_years","Study_Severity","Authors","Title","DOI","StudyType","VegCover","GFEDVegCover","Region","Lat","Lon","LiveC_Binary_Measurements","DeadC_Binary_Measurements","SoilC_Binary_Measurements","GPP_Binary_Measurements","Respiration_Binary_Measurements","NEP_Binary_Measurements","NPP_Binary_Measurements","VegChange_Binary_Measurements","N_Binary_Measurements","MCB_Binary_Measurements","Emissions_Binary_Measurements","Mortality_Binary_Measurements","LiveC_units_StockData","DeadC_units_StockData","SoilC_units_StockData","SoilDepth_cm_StockData","MCB_units_StockData","Roots_units_StockData","TotalBG_units_StockData","TotalAG_units_StockData","TEC_Units_StockData","NPP_units_FluxData","GPP_units_FluxData","Resp_units_FluxData","NEP_units_FluxData","EmissionsUnits_EmissionsData","Description_StockData","Description_text_StockData","LiveC_StockData","DeadC_StockData","TotalSoilC_StockData","MCB_StockData","RootC_StockData","TotalBelowgroundC_StockData","TotalAbovegroundC_StockData","TEC_StockData","NPP_FluxData","ANPP_FluxData","BNPP_FluxData","GPP_FluxData","Sresp_FluxData","Ra_FluxData","Rh_FluxData","Reco_FluxData","NEP_FluxData","NBP_FluxData","LiveC_EmissionsData","DeadC_EmissionsData","TotalAboveC_EmissionsData","TotalBelowC_EmissionsData","PyrogenicC_EmissionsData","TotEmissions_EmissionsData","UniqueID","Biome","Biome_simple","LiveC_StockData_MgC_ha","DeadC_StockData_MgC_ha","TotalSoilC_StockData_MgC_ha","TotalSoilC_StockData_MgC_ha_scaled","TotalSoilC_StockData_percent","MCB_StockData_percent","RootC_StockData_MgC_ha","TotalBelowgroundC_StockData_MgC_ha","TotalBelowgroundC_StockData_percent","TotalAbovegroundC_StockData_MgC_ha","TotalAbovegroundC_StockData_percent","TEC_StockData_MgC_ha","NPP_FluxData_g_m2","NPP_FluxData_g_m2_unit","ANPP_FluxData_g_m2","ANPP_FluxData_g_m2_unit","BNPP_FluxData_g_m2","BNPP_FluxData_g_m2_unit","GPP_FluxData_g_m2","GPP_FluxData_g_m2_unit","Sresp_FluxData_g_m2","Sresp_FluxData_g_m2_unit","Ra_FluxData_g_m2","Ra_FluxData_g_m2_unit","Rh_FluxData_g_m2","Rh_FluxData_g_m2_unit","Reco_FluxData_g_m2","Reco_FluxData_g_m2_unit","NEP_FluxData_g_m2","NEP_FluxData_g_m2_unit","NBP_FluxData_g_m2","NBP_FluxData_g_m2_unit","LiveC_EmissionsData_g_m2","DeadC_EmissionsData_g_m2","TotalAboveC_EmissionsData_g_m2","TotalBelowC_EmissionsData_g_m2","PyrogenicC_EmissionsData_g_m2","TotEmissions_EmissionsData_g_m2"
"60",1553,1,1,"Control","PreFire",35,"Mixed","Wilson, Nicholas; Bradstock, Ross","Past Logging and Wildfire Increase above Ground Carbon Stock Losses from Subsequent Wildfire","10.3390/fire4020015","Wildfire","eucalyptus forests","TEMF","Australia",-36.54,149.929,1,1,0,0,0,0,0,0,0,0,1,0,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,NA,NA,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,NA,"MgC_per_hectare","PreFire",NA,102,16,NA,NA,NA,NA,113,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1553_1","Temperate Broadleaf & Mixed Forests","TemperateForest",102,16,NA,NA,NA,NA,NA,NA,NA,113,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1553,1,2,"Burn","Burned",35,"Mixed","Wilson, Nicholas; Bradstock, Ross","Past Logging and Wildfire Increase above Ground Carbon Stock Losses from Subsequent Wildfire","10.3390/fire4020015","Wildfire","eucalyptus forests","TEMF","Australia",-36.54,149.929,1,1,0,0,0,0,0,0,0,0,1,0,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,NA,NA,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,NA,"MgC_per_hectare","Burned",NA,90,12,NA,NA,NA,NA,91,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,0,-25,NA,NA,NA,"1553_1","Temperate Broadleaf & Mixed Forests","TemperateForest",90,12,NA,NA,NA,NA,NA,NA,NA,91,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1000,0,-2500,NA,NA,NA
"62",1498,2,2,"Control","PreFire",1,"Mixed","Walker, Xanthe J.; Baltzer, Jennifer L.; Bourgeau-Chavez, Laura; Day, Nicola J.; Dieleman, Catherine M.; Johnstone, Jill F.; Kane, Evan S.; Rogers, Brendan M.; Turetsky, Merritt R.; Veraverbeke, Sander; Mack, Michelle C.","Frontiers | Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest (frontiersin.org)","10.3389/ffgc.2020.00087","Wildfire","Picea mariana","BORF","Boreal Cordillera",64.307394,-143.801919,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,"gC_per_m2","gC_per_m2","gC_per_m2",NA,NA,NA,NA,"gC_per_m2","PreFire",NA,NA,NA,NA,NA,NA,6088.4,1148.2,7236.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1498_2","Tundra","AlpineBorealForest",NA,NA,NA,NA,NA,NA,NA,60.884,NA,11.482,NA,72.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",1498,2,8,"Burn","Burned",1,"Mixed","Walker, Xanthe J.; Baltzer, Jennifer L.; Bourgeau-Chavez, Laura; Day, Nicola J.; Dieleman, Catherine M.; Johnstone, Jill F.; Kane, Evan S.; Rogers, Brendan M.; Turetsky, Merritt R.; Veraverbeke, Sander; Mack, Michelle C.","Frontiers | Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest (frontiersin.org)","10.3389/ffgc.2020.00087","Wildfire","Picea mariana","BORF","Boreal Cordillera",64.307394,-143.801919,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,"gC_per_m2","gC_per_m2","gC_per_m2",NA,NA,NA,NA,"gC_per_m2","Burned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.4,3100.3,NA,3514.7,"1498_2","Tundra","AlpineBorealForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.4,3100.3,NA,3514.7
"64",1498,6,6,"Control","PreFire",1,"Mixed","Walker, Xanthe J.; Baltzer, Jennifer L.; Bourgeau-Chavez, Laura; Day, Nicola J.; Dieleman, Catherine M.; Johnstone, Jill F.; Kane, Evan S.; Rogers, Brendan M.; Turetsky, Merritt R.; Veraverbeke, Sander; Mack, Michelle C.","Frontiers | Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest (frontiersin.org)","10.3389/ffgc.2020.00087","Wildfire","Picea mariana","BORF","Boreal Plains",56.152708,-108.997232,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,"gC_per_m2","gC_per_m2","gC_per_m2",NA,NA,NA,NA,"gC_per_m2","PreFire",NA,NA,NA,NA,NA,NA,5262.3,4000.6,9262.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1498_6","Boreal Forests/Taiga","AlpineBorealForest",NA,NA,NA,NA,NA,NA,NA,52.623,NA,40.006,NA,92.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1498,6,12,"Burn","Burned",1,"Mixed","Walker, Xanthe J.; Baltzer, Jennifer L.; Bourgeau-Chavez, Laura; Day, Nicola J.; Dieleman, Catherine M.; Johnstone, Jill F.; Kane, Evan S.; Rogers, Brendan M.; Turetsky, Merritt R.; Veraverbeke, Sander; Mack, Michelle C.","Frontiers | Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest (frontiersin.org)","10.3389/ffgc.2020.00087","Wildfire","Picea mariana","BORF","Boreal Plains",56.152708,-108.997232,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,"gC_per_m2","gC_per_m2","gC_per_m2",NA,NA,NA,NA,"gC_per_m2","Burned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.3,2528.8,NA,3460.2,"1498_6","Boreal Forests/Taiga","AlpineBorealForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.3,2528.8,NA,3460.2
"66",305,1,1,"Control",NA,20,"Mixed","da Silva Junior, Carlos Antonio; Lima, Mendelson; Teodoro, Paulo Eduardo; de Oliveira-Junior, Jose Francisco; Rossi, Fernando Saragosa; Funatsu, Beatriz Miky; Butturi, Weslei; Lourenconi, Thais; Kraeski, Aline; Pelissari, Tatiane Deoti; Moratelli, Francielli Aloisio; Arvor, Damien; Luz, Iago Manuelson dos Santos; Teodoro, Larissa Pereira Ribeiro; Dubreuil, Vincent; Teixeira, Vinicius Modolo","Remote Sensing | Free Full-Text | Fires Drive Long-Term Environmental Degradation in the Amazon Basin | HTML (mdpi.com)","10.1111/gcb.14852","Wildfire","TropicalForest","TROP","Brazil",-2.73332991810435,-62.4277961894144,0,0,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MgC_per_Amazon_per_20yrs","TgC_per_Amazon_per_20yrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305_1","Tropical & Subtropical Moist Broadleaf Forests","TropicalForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",305,1,2,"Burn","Burned",20,"Mixed","da Silva Junior, Carlos Antonio; Lima, Mendelson; Teodoro, Paulo Eduardo; de Oliveira-Junior, Jose Francisco; Rossi, Fernando Saragosa; Funatsu, Beatriz Miky; Butturi, Weslei; Lourenconi, Thais; Kraeski, Aline; Pelissari, Tatiane Deoti; Moratelli, Francielli Aloisio; Arvor, Damien; Luz, Iago Manuelson dos Santos; Teodoro, Larissa Pereira Ribeiro; Dubreuil, Vincent; Teixeira, Vinicius Modolo","Remote Sensing | Free Full-Text | Fires Drive Long-Term Environmental Degradation in the Amazon Basin | HTML (mdpi.com)","10.1111/gcb.14852","Wildfire","TropicalForest","TROP","Brazil",-2.73332991810435,-62.4277961894144,0,0,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MgC_per_Amazon_per_20yrs","TgC_per_Amazon_per_20yrs",NA,NA,"Burned","20-years of fire and Drought C Dynamics with Fire in Amazon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097037,NA,NA,NA,2908,NA,NA,NA,NA,NA,NA,NA,NA,"305_1","Tropical & Subtropical Moist Broadleaf Forests","TropicalForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",1245,1,1,"Control","Unburned",0.1,"Mixed","Santos, AJB; Silva, GTDA; Miranda, HS; Miranda, AC; Lloyd, J","Effects of fire on surface carbon, energy and water vapour fluxes over campo sujo savanna in central Brazil","10.1111/j.1365-2435.2003.00790.x","RxFire","campo sujo savanna","SAVA","Brazil",-15.56,-47.51,0,0,0,1,1,1,0,0,0,0,0,1,NA,"molC_per_m2_per_year",NA,NA,NA,NA,NA,NA,NA,NA,"molC_per_m2_per_yr",NA,"24",NA,"Unburned","had not been burned for 4 years",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,"1245_1","Tropical & Subtropical Grasslands, Savannas & Shrublands","TropicalGrassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273.06,"yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",1245,1,2,"Burn","Burned",0.1,"Mixed","Santos, AJB; Silva, GTDA; Miranda, HS; Miranda, AC; Lloyd, J","Effects of fire on surface carbon, energy and water vapour fluxes over campo sujo savanna in central Brazil","10.1111/j.1365-2435.2003.00790.x","RxFire","campo sujo savanna","SAVA","Brazil",-15.56,-47.51,0,0,0,1,1,1,0,0,0,0,0,1,NA,"molC_per_m2_per_year",NA,NA,NA,NA,NA,NA,NA,NA,"molC_per_m2_per_yr",NA,"24",NA,"Burned",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,95,38,NA,NA,NA,NA,NA,NA,NA,"1245_1","Tropical & Subtropical Grasslands, Savannas & Shrublands","TropicalGrassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621.35,"yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",334,1,1,"Control","PreFire",0.08,"Low","de Oliveira, Gabriel; Brunsell, Nathaniel A.; Chen, Jing M.; Shimabukuro, Yosio E.; Mataveli, Guilherme A., V; dos Santos, Carlos A. C.; Stark, Scott C.; de Lima, Andre; Aragao, Luiz E. O. C.","Legacy Effects Following Fire on Surface Energy, Water and Carbon Fluxes in Mature Amazonian Forests - de Oliveira - 2021 - Journal of Geophysical Research: Biogeosciences - Wiley Online Library","10.1016/j.scitotenv.2019.136476","Wildfire","Manilkara spp","TROP","Brazil",-8.82,-51.31,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gC_per_m2_per_mon",NA,NA,NA,"PreFire","1 month before fire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334_1","Tropical & Subtropical Moist Broadleaf Forests","TropicalForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.7,"mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",334,1,2,"Burn","Burned",0.08,"Low","de Oliveira, Gabriel; Brunsell, Nathaniel A.; Chen, Jing M.; Shimabukuro, Yosio E.; Mataveli, Guilherme A., V; dos Santos, Carlos A. C.; Stark, Scott C.; de Lima, Andre; Aragao, Luiz E. O. C.","Legacy Effects Following Fire on Surface Energy, Water and Carbon Fluxes in Mature Amazonian Forests - de Oliveira - 2021 - Journal of Geophysical Research: Biogeosciences - Wiley Online Library","10.1016/j.scitotenv.2019.136476","Wildfire","Manilkara spp","TROP","Brazil",-8.82,-51.31,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gC_per_m2_per_mon",NA,NA,NA,"Burned","1 month after fire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334_1","Tropical & Subtropical Moist Broadleaf Forests","TropicalForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.9,"mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1406,1,1,"Control","Control_ref",1,"Mixed","Teixeira, Juliana; Souza, Lara; Le Stradic, Soizig; Fidelis, Alessandra","Fire promotes functional plant diversity and modifies soil carbon dynamics in tropical savanna","10.1007/s11056-014-9447-3","RxFire","tropical savanna","SAVA","Brazil",-13.35,-47.45,1,0,1,0,1,1,0,0,0,0,0,0,"g_per_m2","g_per_m2","g_per_kg",NA,NA,"g_per_m2","g_per_m2","g_per_m2",NA,NA,NA,"umolCO2_per_m2_per_sec","umolCO2_per_m2_per_sec",NA,"Control_ref","16 years without fire",43.57,2.81,7.45,NA,11.82,10.67,225.15,NA,NA,NA,NA,NA,1.33e-17,NA,NA,NA,-0.67,NA,NA,NA,NA,NA,NA,NA,"1406_1","Tropical & Subtropical Grasslands, Savannas & Shrublands","TropicalGrassland",0.209136,0.013488,NA,NA,0.745,NA,0.056736,0.051216,NA,1.08072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59733e-22,"sec",NA,"sec",NA,"sec",NA,"sec",-8.0467e-06,"sec",NA,"sec",NA,NA,NA,NA,NA,NA
"73",1406,1,2,"Burn","HighFrequency",1,"Mixed","Teixeira, Juliana; Souza, Lara; Le Stradic, Soizig; Fidelis, Alessandra","Fire promotes functional plant diversity and modifies soil carbon dynamics in tropical savanna","10.1007/s11056-014-9447-3","RxFire","tropical savanna","SAVA","Brazil",-13.35,-47.45,1,0,1,0,1,1,0,0,0,0,0,0,"g_per_m2","g_per_m2","g_per_kg",NA,NA,"g_per_m2","g_per_m2","g_per_m2",NA,NA,NA,"umolCO2_per_m2_per_sec","umolCO2_per_m2_per_sec",NA,"HighFrequency","Burned every 2 years",267.12,106.7,9.57,NA,238.18,1540.73,693.91,NA,NA,NA,NA,NA,4.84,NA,NA,NA,6.38,NA,NA,NA,NA,NA,NA,NA,"1406_1","Tropical & Subtropical Grasslands, Savannas & Shrublands","TropicalGrassland",1.282176,0.51216,NA,NA,0.957,NA,1.143264,7.395504,NA,3.330768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81284e-05,"sec",NA,"sec",NA,"sec",NA,"sec",7.66238e-05,"sec",NA,"sec",NA,NA,NA,NA,NA,NA
"74",1541,1,1,"Control","Control_ref",1,"Mixed","Wiechmann, Morgan L.; Hurteau, Matthew D.; North, Malcolm P.; Koch, George W.; Jerabkova, Lucie","The carbon balance of reducing wildfire risk and restoring process: an analysis of 10-year post-treatment carbon dynamics in a mixed-conifer forest","10.1038/s41586-019-1474-y","RxFire","old-growth mixed conifer","TEMF","USA",36.785,-119.113,1,1,0,0,0,1,0,0,0,0,0,0,"MgC_per_hectare","MgC_per_hectare","MgC_per_hectare",30,NA,NA,NA,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,NA,NA,"Control_ref",NA,302.4,52.57,78.1,NA,NA,NA,310.33,440.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1541_1","Temperate Conifer Forests","TemperateForest",302.4,52.57,78.1,41.826935559133,NA,NA,NA,NA,NA,310.33,NA,440.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1541,2,2,"Control","Control_ref",10,"Mixed","Wiechmann, Morgan L.; Hurteau, Matthew D.; North, Malcolm P.; Koch, George W.; Jerabkova, Lucie","The carbon balance of reducing wildfire risk and restoring process: an analysis of 10-year post-treatment carbon dynamics in a mixed-conifer forest","10.1038/s41586-019-1474-y","RxFire","old-growth mixed conifer","TEMF","USA",36.785,-119.113,1,1,0,0,0,1,0,0,0,0,0,0,"MgC_per_hectare","MgC_per_hectare","MgC_per_hectare",30,NA,NA,NA,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,"MgC_per_hectare",NA,"Control_ref",NA,286.5,73.7,75.2,NA,NA,NA,291.71,440.7,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,"1541_2","Temperate Conifer Forests","TemperateForest",286.5,73.7,75.2,40.2738227150679,NA,NA,NA,NA,NA,291.71,NA,440.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",1541,1,3,"Burn","Burned",1,"Mixed","Wiechmann, Morgan L.; Hurteau, Matthew D.; North, Malcolm P.; Koch, George W.; Jerabkova, Lucie","The carbon balance of reducing wildfire risk and restoring process: an analysis of 10-year post-treatment carbon dynamics in a mixed-conifer forest","10.1038/s41586-019-1474-y","RxFire","old-growth mixed conifer","TEMF","USA",36.785,-119.113,1,1,0,0,0,1,0,0,0,0,0,0,"MgC_per_hectare","MgC_per_hectare","MgC_per_hectare",30,NA,NA,NA,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,NA,NA,"Burned",NA,240.1,38.76,67.6,NA,NA,NA,244.83,351.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1541_1","Temperate Conifer Forests","TemperateForest",240.1,38.76,67.6,36.2035959513111,NA,NA,NA,NA,NA,244.83,NA,351.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",1541,2,4,"Burn","Burned",10,"Mixed","Wiechmann, Morgan L.; Hurteau, Matthew D.; North, Malcolm P.; Koch, George W.; Jerabkova, Lucie","The carbon balance of reducing wildfire risk and restoring process: an analysis of 10-year post-treatment carbon dynamics in a mixed-conifer forest","10.1038/s41586-019-1474-y","RxFire","old-growth mixed conifer","TEMF","USA",36.785,-119.113,1,1,0,0,0,1,0,0,0,0,0,0,"MgC_per_hectare","MgC_per_hectare","MgC_per_hectare",30,NA,NA,NA,"MgC_per_hectare","MgC_per_hectare",NA,NA,NA,"MgC_per_hectare",NA,"Burned",NA,259.1,67.5,67.3,NA,NA,NA,264.01,398.9,NA,NA,NA,NA,NA,NA,NA,NA,47.6,NA,NA,NA,NA,NA,NA,NA,"1541_2","Temperate Conifer Forests","TemperateForest",259.1,67.5,67.3,36.0429291053733,NA,NA,NA,NA,NA,264.01,NA,398.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",1592,1,1,"Control","Unburned",0.7,"Mixed","Yang, Sihang; Zheng, Qiaoshu; Yang, Yunfeng; Yuan, Mengting; Ma, Xingyu; Chiariello, Nona R.; Docherty, Kathryn M.; Field, Christopher B.; Gutknecht, Jessica L. M.; Hungate, Bruce A.; Niboyet, Audrey; Le Roux, Xavier; Zhou, Jizhong","Fire affects the taxonomic and functional composition of soil microbial communities, with cascading effects on grassland ecosystem functioning","10.1007/s10584-015-1450-y","Experimental Burn","grassland","SAVA","USA",37.24,-122.13,1,0,1,0,0,0,0,0,1,1,0,0,"g_per_m2",NA,NA,NA,NA,NA,"g_per_m2","g_per_m2",NA,NA,NA,"umolCO2_per_m2_per_yr",NA,NA,"Unburned",NA,437.428,NA,NA,NA,NA,13.189,603.607,NA,NA,NA,NA,NA,5.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1592_1","Temperate Conifer Forests","TemperateForest",2.0996544,NA,NA,NA,NA,NA,NA,0.0633072,NA,2.8973136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.694374e-05,"yr",NA,"yr",NA,"yr",NA,"yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1592,1,2,"Burn","Burned",0.7,"Mixed","Yang, Sihang; Zheng, Qiaoshu; Yang, Yunfeng; Yuan, Mengting; Ma, Xingyu; Chiariello, Nona R.; Docherty, Kathryn M.; Field, Christopher B.; Gutknecht, Jessica L. M.; Hungate, Bruce A.; Niboyet, Audrey; Le Roux, Xavier; Zhou, Jizhong","Fire affects the taxonomic and functional composition of soil microbial communities, with cascading effects on grassland ecosystem functioning","10.1007/s10584-015-1450-y","Experimental Burn","grassland","SAVA","USA",37.24,-122.13,1,0,1,0,0,0,0,0,1,1,0,0,"g_per_m2",NA,NA,NA,NA,NA,"g_per_m2","g_per_m2",NA,NA,NA,"umolCO2_per_m2_per_yr",NA,NA,"Burned",NA,550.327,NA,NA,NA,NA,16.431,572.609,NA,NA,NA,NA,NA,7.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1592_1","Temperate Conifer Forests","TemperateForest",2.6415696,NA,NA,NA,NA,NA,NA,0.0788688,NA,2.7485232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.180444e-05,"yr",NA,"yr",NA,"yr",NA,"yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",39,1,1,"Control","Unburned",1,"High","Amiro, BD; MacPherson, JI; Desjardins, RL; Chen, JM; Liu, J","Post-fire carbon dioxide fluxes in the western Canadian boreal forest: evidence from towers, aircraft and remote sensing - ScienceDirect","10.1016/S0168-1923(02)00170-3","Experimental Burn","JackPine","BORF","Canada",61.5,-117.2,0,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gC_per_m2_per_day",NA,"Unburned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,"39_1","Boreal Forests/Taiga","AlpineBorealForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"day",NA,"day",NA,NA,NA,NA,NA,NA
"81",39,1,2,"Control","Unburned",2,"High","Amiro, BD; MacPherson, JI; Desjardins, RL; Chen, JM; Liu, J","Post-fire carbon dioxide fluxes in the western Canadian boreal forest: evidence from towers, aircraft and remote sensing - ScienceDirect","10.1016/S0168-1923(02)00170-3","Wildfire","JackPine","BORF","Canada",54.1,-106,0,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gC_per_m2_per_day",NA,"Unburned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,"39_1","Boreal Forests/Taiga","AlpineBorealForest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"day",NA,"day",NA,NA,NA,NA,NA,NA
