RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,LatLon,LitterC_Binary_Measurements,O_MineralCombo_Binary_Measurements,O_lyr_Binary_Measurements,Mineral_Binary_Measurements,BurnDepth_Binary_Measurements,SoilC_Binary_Measurements,SoilN_Binary_Measurements,pyC_char_ash_Binary_Measurements,Rs_Rh_Ra_CH4_Binary_Measurements,C02mic_BasalResp_Binary_Measurements,CUEmic_Binary_Measurements,MBC_Binary_Measurements,DOC_Binary_Measurements,Microbial_comp_Binary_Measurements,RootN_Binary_Measurements,RootC_Binary_Measurements,BD_Binary_Measurements,MRT_Binary_Measurements,SoilC_Units_StockData,SoilC1_Depth_cm_StockData,SoilC2_Depth_cm_StockData,SoilC3_Depth_cm_StockData,O_lyr_Units_StockData,PyC_Units_StockData,LitterDuff_Units_StockData,RootC_Units_StockData,MBC_Units_StockData,SrespUnits_FluxData,CH4Units_FluxData,PeatAccumulationRate_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionText_StockData,SoilC1_StockData,SoilC2_StockData,SoilC3_StockData,O_lyrC_StockData,PyC_StockData,LitterDuffC_StockData,RootC_StockData,MBC_StockData,BD_gcm3_StockData,Rs_FluxData,Rh_FluxData,Ra_FluxData,CH4_FluxData,MRT_active_FluxData,MRT_passive_FluxData,MRT_total_FluxData,PeatAccumulationRate_FluxData,CO2mic_text,BurnDepth_cm_Emissions,Soil_Emissions,Litter_Emissions,Roots_Emissions,TotalBelowground_Emissions,UniqueID,Lat,Lon,Biome,Biome_simple,SoilC1_StockData_Mg_ha,SoilC1_StockData_Mg_ha_scaled,SoilC2_StockData_Mg_ha,SoilC3_StockData_Mg_ha,SoilC1_StockData_percent,SoilC2_StockData_percent,SoilC3_StockData_percent,O_lyrC_StockData_Mg_ha,O_lyrC_StockData_percent,LitterDuffC_StockData_Mg_ha,LitterDuffC_StockData_percent,RootC_StockData_Mg_ha,MBC_StockData_Mg_ha,MBC_StockData_percent,Rs_FluxData_g_m2,Rs_FluxData_g_m2_unit,Ra_FluxData_g_m2,Ra_FluxData_g_m2_unit,CH4_FluxData_g_m2,CH4_FluxData_g_m2_unit,PeatAccumulationRate_FluxData_g_m2,PeatAccumulationRate_FluxData_g_m2_unit
56,1,1,Control,Unburned,1,High,"Aranibar, JN; Macko, SA; Anderson, IC; Potgieter, ALF; Sowry, R; Shugart, HH",(PDF) Nutrient cycling responses to fire frequency in the Kruger National Park (South Africa) as indicated by Stable Isotope analysis (researchgate.net),10.1080/1025601031000096736,RxFire,savanna,SAVA,Africa,"-23.988, 31.554",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56_1,-23.988,31.554,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,2,Burn,ModFrequency,1,High,"Aranibar, JN; Macko, SA; Anderson, IC; Potgieter, ALF; Sowry, R; Shugart, HH",(PDF) Nutrient cycling responses to fire frequency in the Kruger National Park (South Africa) as indicated by Stable Isotope analysis (researchgate.net),10.1080/1025601031000096736,RxFire,savanna,SAVA,Africa,"-23.988, 31.554",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModFrequency,Burned every 3 years for 20 years,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56_2,-23.988,31.554,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,3,Burn,HighFrequency,1,High,"Aranibar, JN; Macko, SA; Anderson, IC; Potgieter, ALF; Sowry, R; Shugart, HH",(PDF) Nutrient cycling responses to fire frequency in the Kruger National Park (South Africa) as indicated by Stable Isotope analysis (researchgate.net),10.1080/1025601031000096736,RxFire,savanna,SAVA,Africa,"-23.988, 31.554",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighFrequency,Burned annually for 20 years,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56_3,-23.988,31.554,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,1,1,Control,Control_ref,2,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031_1,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec,NA,sec,NA,NA,NA,NA
1031,2,2,Control,Control_ref,3,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031_2,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec,NA,sec,NA,NA,NA,NA
1031,3,3,Control,Control_ref,15,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031_3,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec,NA,sec,NA,NA,NA,NA
1031,4,4,Control,Control_ref,25,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Control_ref,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031_4,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec,NA,sec,NA,NA,NA,NA
1031,1,5,Burn,Burned,2,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Bare ground,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,No change,NA,NA,NA,NA,NA,1031_5,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76E-05,sec,NA,sec,NA,NA,NA,NA
1031,2,6,Burn,Burned,3,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Bare ground,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,No change,NA,NA,NA,NA,NA,1031_6,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80E-05,sec,NA,sec,NA,NA,NA,NA
1031,3,7,Burn,Burned,15,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Bare ground,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,No Change,NA,NA,NA,NA,NA,1031_7,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76E-05,sec,NA,sec,NA,NA,NA,NA
1031,4,8,Burn,Burned,25,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Bare ground,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,No change in dry; lower in wet,NA,NA,NA,NA,NA,1031_8,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80E-05,sec,NA,sec,NA,NA,NA,NA
1031,1,9,Burn,Burned,2,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Shrub-covered,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,No change,NA,NA,NA,NA,NA,1031_9,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60E-05,sec,NA,sec,NA,NA,NA,NA
1031,2,10,Burn,Burned,3,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Shrub-covered,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,No change,NA,NA,NA,NA,NA,1031_10,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16E-05,sec,NA,sec,NA,NA,NA,NA
1031,3,11,Burn,Burned,15,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Shrub-covered,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,No Change,NA,NA,NA,NA,NA,1031_11,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40E-05,sec,NA,sec,NA,NA,NA,NA
1031,4,12,Burn,Burned,25,Low,"Nghalipo, Elise N.; Throop, Heather L.","Vegetation patch type has a greater influence on soil respiration than does fire history on soil respiration in an arid broadleaf savanna woodland, central Namibia - ScienceDirect",10.1016/j.jaridenv.2021.104577,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,Burned,Shrub-covered,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,No change in dry; lower in wet,NA,NA,NA,NA,NA,1031_12,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44E-05,sec,NA,sec,NA,NA,NA,NA
1032,1,5,Burn,Burned,1,Low,"Nghalipo, Elise; Joubert, Dave; Throop, Heather; Groengroeft, Alexander","(PDF) The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia (researchgate.net)",10.2989/10220119.2018.1526825,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,1-year post-fire,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032_5,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,2,6,Burn,Burned,2,Low,"Nghalipo, Elise; Joubert, Dave; Throop, Heather; Groengroeft, Alexander","(PDF) The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia (researchgate.net)",10.2989/10220119.2018.1526825,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,2-years post-fire,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032_6,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,3,7,Burn,Burned,14,Low,"Nghalipo, Elise; Joubert, Dave; Throop, Heather; Groengroeft, Alexander","(PDF) The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia (researchgate.net)",10.2989/10220119.2018.1526825,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,14-years post-fire,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032_7,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,4,8,Burn,Burned,24,Low,"Nghalipo, Elise; Joubert, Dave; Throop, Heather; Groengroeft, Alexander","(PDF) The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia (researchgate.net)",10.2989/10220119.2018.1526825,Wildfire,savanna woodland,SAVA,Africa,"-20.5, 17.1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,24-years post-fire,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032_8,-20.5,17.1,Deserts & Xeric Shrublands,Desert,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,1,1,Control,Unburned,1,Low,"Zhou, Yong; Singh, Jenia; Butnor, John R.; Coetsee, Corli; Boucher, Peter B.; Case, Madelon F.; Hockridge, Evan G.; Davies, Andrew B.; Staver, A. Carla",Limited increases in savanna carbon stocks over decades of fire suppression,10.1038/s41586-022-04438-1,RxFire,C3 grass,SAVA,Africa,"-24.460888704570134, 31.370422726181037",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,MgC_per_hectare,60,NA,NA,NA,NA,NA,MgC_per_hectare,NA,NA,NA,NA,NA,Unburned,Unburned,15.82,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640_1,-24.4608887,31.37042273,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,15.82,6.918779147,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,2,2,Control,Unburned,1,Low,"Zhou, Yong; Singh, Jenia; Butnor, John R.; Coetsee, Corli; Boucher, Peter B.; Case, Madelon F.; Hockridge, Evan G.; Davies, Andrew B.; Staver, A. Carla",Limited increases in savanna carbon stocks over decades of fire suppression,10.1038/s41586-022-04438-1,RxFire,C4 woody shrubs,SAVA,Africa,"-24.460888704570134, 31.370422726181037",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,MgC_per_hectare,60,NA,NA,NA,NA,NA,MgC_per_hectare,NA,NA,NA,NA,NA,Unburned,Unburned,18.83,NA,NA,NA,NA,NA,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640_2,-24.4608887,31.37042273,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,18.83,8.235184029,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,1,3,Burn,HighFrequency,1,Low,"Zhou, Yong; Singh, Jenia; Butnor, John R.; Coetsee, Corli; Boucher, Peter B.; Case, Madelon F.; Hockridge, Evan G.; Davies, Andrew B.; Staver, A. Carla",Limited increases in savanna carbon stocks over decades of fire suppression,10.1038/s41586-022-04438-1,RxFire,C3 grass,SAVA,Africa,"-24.460888704570134, 31.370422726181037",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,MgC_per_hectare,60,NA,NA,NA,NA,NA,MgC_per_hectare,NA,NA,NA,NA,NA,HighFrequency,burned annually,9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640_3,-24.4608887,31.37042273,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,9.54,4.172259991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,2,4,Burn,HighFrequency,1,Low,"Zhou, Yong; Singh, Jenia; Butnor, John R.; Coetsee, Corli; Boucher, Peter B.; Case, Madelon F.; Hockridge, Evan G.; Davies, Andrew B.; Staver, A. Carla",Limited increases in savanna carbon stocks over decades of fire suppression,10.1038/s41586-022-04438-1,RxFire,C4 woody shrubs,SAVA,Africa,"-24.460888704570134, 31.370422726181037",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,MgC_per_hectare,60,NA,NA,NA,NA,NA,MgC_per_hectare,NA,NA,NA,NA,NA,HighFrequency,burned annually,21.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640_4,-24.4608887,31.37042273,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,21.29,9.311049813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,1,Control,Unburned,7,High,"Abril, A; Barttfeld, P; Bucher, EH",The effect of fire and overgrazing disturbes on soil carbon balance in the Dry Chaco forest - ScienceDirect,10.1016/j.foreco.2004.11.014,Wildfire,Woodland,SAVA,Argentina,"-31.42, -65.61",1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,gC_per_kg,20,NA,NA,NA,NA,gC_per_m2,NA,NA,NA,NA,NA,NA,Unburned,Unburned,23.4,NA,NA,NA,NA,205.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_1,-31.42,-65.61,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,2.34,NA,NA,NA,NA,2.0515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,2,Burn,Burned,7,High,"Abril, A; Barttfeld, P; Bucher, EH",The effect of fire and overgrazing disturbes on soil carbon balance in the Dry Chaco forest - ScienceDirect,10.1016/j.foreco.2004.11.014,Wildfire,Woodland,SAVA,Argentina,"-31.42, -65.61",1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,gC_per_kg,20,NA,NA,NA,NA,gC_per_m2,NA,NA,NA,NA,NA,NA,Burned,Burned,27.2,NA,NA,NA,NA,90.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lower,NA,NA,NA,NA,NA,3_2,-31.42,-65.61,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,2.72,NA,NA,NA,NA,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,1,1,Control,Unburned,4,Low,"Kitzberger, T; Raffaele, E; Heinemann, K; Mazzarino, MJ",Effects of fire severity in a north Patagonian subalpine forest (wiley.com),10.1111/j.1654-1103.2005.tb02333.x,Wildfire,Nothofagus,TEMF,Argentina,"-41.2,-71.3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735_1,-41.2,-71.3,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,1,2,Burn,Burned,4,Low,"Kitzberger, T; Raffaele, E; Heinemann, K; Mazzarino, MJ",Effects of fire severity in a north Patagonian subalpine forest (wiley.com),10.1111/j.1654-1103.2005.tb02333.x,Wildfire,Nothofagus,TEMF,Argentina,"-41.2,-71.3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,Burned,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735_2,-41.2,-71.3,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,1,1,Control,Unburned,9,Mixed,"Longo, M. Silvana; Urcelay, Carlos; Nouhra, Eduardo",Long term effects of fire on ectomycorrhizas and soil properties in Nothofagus pumilio forests in Argentina - ScienceDirect,10.1016/j.foreco.2011.03.041,Wildfire,Nothofagus pumilio,TEMF,Argentina,"-41.2553, -71.2814",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870_1,-41.2553,-71.2814,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,2,2,Control,Unburned,7,Mixed,"Longo, M. Silvana; Urcelay, Carlos; Nouhra, Eduardo",Long term effects of fire on ectomycorrhizas and soil properties in Nothofagus pumilio forests in Argentina - ScienceDirect,10.1016/j.foreco.2011.03.041,Wildfire,Nothofagus pumilio,TEMF,Argentina,"-41.146,-71.3718",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,percent,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870_2,-41.146,-71.3718,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
